country;year;sex;age;suicides_no;population;suicides/100k pop; gdp_for_year ($) ;gdp_per_capita ($);generation
Italy;2003;male;55-74 years;904;6071347;1489;1569,6500000;28572;Silent
Italy;2003;male;35-54 years;951;8301977;1146;1569,6500000;28572;Boomers
Italy;2003;male;25-34 years;411;4369896;941;1569,6500000;28572;Generation X
Italy;2003;female;75+ years;200;3206881;624;1569,6500000;28572;Silent
Italy;2003;male;15-24 years;194;3148851;616;1569,6500000;28572;Millenials
Italy;2003;female;55-74 years;340;6855153;496;1569,6500000;28572;Silent
Italy;2003;female;35-54 years;306;8361833;366;1569,6500000;28572;Boomers
Italy;2003;female;25-34 years;108;4280768;252;1569,6500000;28572;Generation X
Italy;2003;female;15-24 years;39;3009624;13;1569,6500000;28572;Millenials
Italy;2003;male;5-14 years;6;2828021;21;1569,6500000;28572;Millenials
Italy;2003;female;5-14 years;4;2674128;15;1569,6500000;28572;Millenials
Italy;2004;male;75+ years;594;1875176;3168;1798,3100000;32704;Silent
Italy;2004;male;55-74 years;907;6151811;1474;1798,3100000;32704;Silent
Italy;2004;male;35-54 years;937;8349945;1122;1798,3100000;32704;Boomers
Italy;2004;male;25-34 years;443;4291800;1032;1798,3100000;32704;Generation X
Italy;2004;female;75+ years;193;3248044;594;1798,3100000;32704;Silent
Italy;2004;male;15-24 years;162;3085546;525;1798,3100000;32704;Millenials
Italy;2004;female;55-74 years;303;6894582;439;1798,3100000;32704;Silent
Italy;2004;female;35-54 years;285;8455011;337;1798,3100000;32704;Boomers
Italy;2004;female;25-34 years;107;4225557;253;1798,3100000;32704;Generation X
Italy;2004;female;15-24 years;48;2949057;163;1798,3100000;32704;Millenials
Italy;2004;female;5-14 years;4;2655835;15;1798,3100000;32704;Millenials
Italy;2004;male;5-14 years;3;2805792;11;1798,3100000;32704;Millenials
Italy;2005;male;75+ years;512;1945546;2632;1852,6600000;33536;Silent
Italy;2005;male;55-74 years;871;6210417;1402;1852,6600000;33536;Silent
Italy;2005;male;35-54 years;899;8462486;1062;1852,6600000;33536;Boomers
Italy;2005;male;25-34 years;343;4212476;814;1852,6600000;33536;Generation X
Italy;2005;female;75+ years;190;3344358;568;1852,6600000;33536;Silent
Italy;2005;male;15-24 years;170;3051710;557;1852,6600000;33536;Millenials
Italy;2005;female;55-74 years;336;6930686;485;1852,6600000;33536;Silent
Italy;2005;female;35-54 years;265;8562377;309;1852,6600000;33536;Boomers
Italy;2005;female;25-34 years;105;4143699;253;1852,6600000;33536;Generation X
Italy;2005;female;15-24 years;41;2915662;141;1852,6600000;33536;Millenials
Italy;2005;male;5-14 years;8;2809032;28;1852,6600000;33536;Millenials
Italy;2005;female;5-14 years;2;2656241;8;1852,6600000;33536;Millenials
Italy;2006;male;75+ years;595;2033182;2926;1942,6300000;34578;Silent
Italy;2006;male;55-74 years;868;6276820;1383;1942,6300000;34578;Silent
Italy;2006;male;35-54 years;885;8738642;1013;1942,6300000;34578;Boomers
Italy;2006;male;25-34 years;344;4203703;818;1942,6300000;34578;Generation X
Italy;2006;male;15-24 years;145;3102361;467;1942,6300000;34578;Millenials
Italy;2006;female;75+ years;160;3483117;459;1942,6300000;34578;Silent
Italy;2006;female;55-74 years;274;6982799;392;1942,6300000;34578;Silent
Italy;2006;female;35-54 years;298;8755013;34;1942,6300000;34578;Boomers
Italy;2006;female;25-34 years;86;4103825;21;1942,6300000;34578;Generation X
Italy;2006;female;15-24 years;41;2959122;139;1942,6300000;34578;Millenials
Italy;2006;male;5-14 years;4;2849710;14;1942,6300000;34578;Millenials
Italy;2006;female;5-14 years;0;2692378;0;1942,6300000;34578;Millenials
Italy;2007;male;75+ years;596;2102301;2835;2203,0500000;38935;Silent
Italy;2007;male;55-74 years;885;6332745;1397;2203,0500000;38935;Silent
Italy;2007;male;35-54 years;883;8888038;993;2203,0500000;38935;Boomers
Italy;2007;male;25-34 years;354;4114889;86;2203,0500000;38935;Generation X
Italy;2007;male;15-24 years;170;3105574;547;2203,0500000;38935;Millenials
Italy;2007;female;75+ years;171;3568393;479;2203,0500000;38935;Silent
Italy;2007;female;55-74 years;274;7020728;39;2203,0500000;38935;Silent
Italy;2007;female;35-54 years;295;8909678;331;2203,0500000;38935;Boomers
Italy;2007;female;25-34 years;84;4028413;209;2203,0500000;38935;Generation X
Italy;2007;female;15-24 years;36;2960065;122;2203,0500000;38935;Millenials
Italy;2007;male;5-14 years;5;2855123;18;2203,0500000;38935;Generation Z
Italy;2007;female;5-14 years;4;2697631;15;2203,0500000;38935;Generation Z
Italy;2008;male;75+ years;569;2165568;2627;2390,7300000;41935;Silent
Italy;2008;male;55-74 years;917;6381620;1437;2390,7300000;41935;Silent
Italy;2008;male;35-54 years;986;9030331;1092;2390,7300000;41935;Boomers
Italy;2008;male;25-34 years;362;4036299;897;2390,7300000;41935;Generation X
Italy;2008;male;15-24 years;161;3118926;516;2390,7300000;41935;Millenials
Italy;2008;female;75+ years;163;3640837;448;2390,7300000;41935;Silent
Italy;2008;female;55-74 years;313;7058147;443;2390,7300000;41935;Silent
Italy;2008;female;35-54 years;295;9072205;325;2390,7300000;41935;Boomers
Italy;2008;female;25-34 years;97;3960976;245;2390,7300000;41935;Generation X
Italy;2008;female;15-24 years;36;2969403;121;2390,7300000;41935;Millenials
Italy;2008;female;5-14 years;3;2708656;11;2390,7300000;41935;Generation Z
Italy;2008;male;5-14 years;2;2866857;7;2390,7300000;41935;Generation Z
Italy;2009;male;75+ years;615;2229662;2758;2185,1600000;38101;Silent
Italy;2009;male;55-74 years;938;6434262;1458;2185,1600000;38101;Silent
Italy;2009;male;35-54 years;1058;9147783;1157;2185,1600000;38101;Boomers
Italy;2009;male;25-34 years;332;3939821;843;2185,1600000;38101;Generation X
Italy;2009;male;15-24 years;144;3121458;461;2185,1600000;38101;Millenials
Italy;2009;female;55-74 years;289;7103819;407;2185,1600000;38101;Silent
Italy;2009;female;75+ years;149;3710834;402;2185,1600000;38101;Silent
Italy;2009;female;35-54 years;329;9209165;357;2185,1600000;38101;Boomers
Italy;2009;female;25-34 years;70;3872976;181;2185,1600000;38101;Generation X
Italy;2009;female;15-24 years;42;2969603;141;2185,1600000;38101;Millenials
Italy;2009;male;5-14 years;6;2886464;21;2185,1600000;38101;Generation Z
Italy;2009;female;5-14 years;2;2725983;7;2185,1600000;38101;Generation Z
Italy;2010;male;75+ years;591;2295316;2575;2125,0600000;36869;Silent
Italy;2010;male;55-74 years;944;6491779;1454;2125,0600000;36869;Silent
Italy;2010;male;35-54 years;1098;9238959;1188;2125,0600000;36869;Generation X
Italy;2010;male;25-34 years;341;3839282;888;2125,0600000;36869;Generation X
Italy;2010;male;15-24 years;144;3116429;462;2125,0600000;36869;Millenials
Italy;2010;female;75+ years;161;3782232;426;2125,0600000;36869;Silent
Italy;2010;female;55-74 years;294;7158216;411;2125,0600000;36869;Silent
Italy;2010;female;35-54 years;292;9323044;313;2125,0600000;36869;Generation X
Italy;2010;female;25-34 years;82;3781490;217;2125,0600000;36869;Generation X
Italy;2010;female;15-24 years;31;2961065;105;2125,0600000;36869;Millenials
Italy;2010;male;5-14 years;10;2906335;34;2125,0600000;36869;Generation Z
Italy;2010;female;5-14 years;1;2743696;4;2125,0600000;36869;Generation Z
Italy;2011;male;75+ years;664;2321431;286;2276,2900000;40210;Silent
Italy;2011;male;55-74 years;1000;6475532;1544;2276,2900000;40210;Boomers
Italy;2011;male;35-54 years;1137;9024678;126;2276,2900000;40210;Generation X
Italy;2011;male;25-34 years;316;3578660;883;2276,2900000;40210;Millenials
Italy;2011;male;15-24 years;169;3033825;557;2276,2900000;40210;Millenials
Italy;2011;female;75+ years;162;3786565;428;2276,2900000;40210;Silent
Italy;2011;female;55-74 years;294;7136949;412;2276,2900000;40210;Boomers
Italy;2011;female;35-54 years;303;9218793;329;2276,2900000;40210;Generation X
Italy;2011;female;25-34 years;59;3576333;165;2276,2900000;40210;Millenials
Italy;2011;female;15-24 years;43;2887985;149;2276,2900000;40210;Millenials
Italy;2011;male;5-14 years;4;2864380;14;2276,2900000;40210;Generation Z
Italy;2011;female;5-14 years;2;2705018;7;2276,2900000;40210;Generation Z
Italy;2012;male;75+ years;604;2382354;2535;2072,8200000;36497;Silent
Italy;2012;male;55-74 years;993;6523579;1522;2072,8200000;36497;Boomers
Italy;2012;male;35-54 years;1215;9068194;134;2072,8200000;36497;Generation X
Italy;2012;male;25-34 years;329;3519920;935;2072,8200000;36497;Millenials
Italy;2012;male;15-24 years;179;3031610;59;2072,8200000;36497;Millenials
Italy;2012;female;75+ years;175;3849653;455;2072,8200000;36497;Silent
Italy;2012;female;55-74 years;317;7188550;441;2072,8200000;36497;Boomers
Italy;2012;female;35-54 years;325;9251393;351;2072,8200000;36497;Generation X
Italy;2012;female;25-34 years;68;3504130;194;2072,8200000;36497;Millenials
Italy;2012;female;15-24 years;44;2883565;153;2072,8200000;36497;Millenials
Italy;2012;female;5-14 years;4;2718455;15;2072,8200000;36497;Generation Z
Italy;2012;male;5-14 years;4;2873682;14;2072,8200000;36497;Generation Z
Italy;2013;male;75+ years;625;2471260;2529;2130,4900000;37050;Silent
Italy;2013;male;55-74 years;1039;6636981;1565;2130,4900000;37050;Boomers
Italy;2013;male;35-54 years;1162;9207071;1262;2130,4900000;37050;Generation X
Italy;2013;male;25-34 years;342;3500820;977;2130,4900000;37050;Millenials
Italy;2013;male;15-24 years;147;3051918;482;2130,4900000;37050;Millenials
Italy;2013;female;75+ years;181;3943123;459;2130,4900000;37050;Silent
Italy;2013;female;55-74 years;333;7290449;457;2130,4900000;37050;Boomers
Italy;2013;female;35-54 years;335;9372465;357;2130,4900000;37050;Generation X
Italy;2013;female;25-34 years;66;3469280;19;2130,4900000;37050;Millenials
Italy;2013;female;15-24 years;49;2892351;169;2130,4900000;37050;Millenials
Italy;2013;male;5-14 years;7;2915569;24;2130,4900000;37050;Generation Z
Italy;2013;female;5-14 years;4;2752044;15;2130,4900000;37050;Generation Z
Italy;2014;male;75+ years;670;2566489;2611;2151,7300000;37035;Silent
Italy;2014;male;55-74 years;947;6738488;1405;2151,7300000;37035;Boomers
Italy;2014;male;35-54 years;1123;9296191;1208;2151,7300000;37035;Generation X
Italy;2014;male;25-34 years;300;3494152;859;2151,7300000;37035;Millenials
Italy;2014;male;15-24 years;170;3066963;554;2151,7300000;37035;Millenials
Italy;2014;female;35-54 years;371;9446533;393;2151,7300000;37035;Generation X
Italy;2014;female;75+ years;158;4042740;391;2151,7300000;37035;Silent
Italy;2014;female;55-74 years;275;7381373;373;2151,7300000;37035;Boomers
Italy;2014;female;25-34 years;75;3445649;218;2151,7300000;37035;Millenials
Italy;2014;female;15-24 years;46;2894944;159;2151,7300000;37035;Millenials
Italy;2014;female;5-14 years;7;2778922;25;2151,7300000;37035;Generation Z
Italy;2014;male;5-14 years;5;2948232;17;2151,7300000;37035;Generation Z
Italy;2015;male;75+ years;669;2646587;2528;1832,8700000;31537;Silent
Italy;2015;male;55-74 years;934;6795801;1374;1832,8700000;31537;Boomers
Italy;2015;male;35-54 years;1063;9239883;115;1832,8700000;31537;Generation X
Italy;2015;male;25-34 years;271;3451808;785;1832,8700000;31537;Millenials
Italy;2015;male;15-24 years;161;3057509;527;1832,8700000;31537;Millenials
Italy;2015;female;55-74 years;303;7434895;408;1832,8700000;31537;Boomers
Italy;2015;female;75+ years;156;4115435;379;1832,8700000;31537;Silent
Italy;2015;female;35-54 years;320;9386928;341;1832,8700000;31537;Generation X
Italy;2015;female;25-34 years;64;3394610;189;1832,8700000;31537;Millenials
Italy;2015;female;15-24 years;34;2874645;118;1832,8700000;31537;Millenials
Italy;2015;male;5-14 years;7;2944182;24;1832,8700000;31537;Generation Z
Italy;2015;female;5-14 years;6;2775414;22;1832,8700000;31537;Generation Z
Jamaica;1985;male;75+ years;1;29000;345;2,1002232;1032;G.I. Generation
Jamaica;1985;female;75+ years;1;38000;263;2,1002232;1032;G.I. Generation
Jamaica;1985;male;15-24 years;3;259000;116;2,1002232;1032;Generation X
Jamaica;1985;male;25-34 years;1;156000;64;2,1002232;1032;Boomers
Jamaica;1985;male;35-54 years;1;169000;59;2,1002232;1032;Silent
Jamaica;1985;female;35-54 years;1;176000;57;2,1002232;1032;Silent
Jamaica;1985;female;15-24 years;0;263000;0;2,1002232;1032;Generation X
Jamaica;1985;female;25-34 years;0;164000;0;2,1002232;1032;Boomers
Jamaica;1985;female;5-14 years;0;279000;0;2,1002232;1032;Generation X
Jamaica;1985;female;55-74 years;0;110000;0;2,1002232;1032;G.I. Generation
Jamaica;1985;male;5-14 years;0;291000;0;2,1002232;1032;Generation X
Jamaica;1985;male;55-74 years;0;101000;0;2,1002232;1032;G.I. Generation
Jamaica;1986;male;35-54 years;1;175544;57;2,7545662;1342;Silent
Jamaica;1986;female;15-24 years;0;255762;0;2,7545662;1342;Generation X
Jamaica;1986;female;25-34 years;0;170678;0;2,7545662;1342;Boomers
Jamaica;1986;female;35-54 years;0;184127;0;2,7545662;1342;Silent
Jamaica;1986;female;5-14 years;0;272073;0;2,7545662;1342;Generation X
Jamaica;1986;female;55-74 years;0;114989;0;2,7545662;1342;G.I. Generation
Jamaica;1986;female;75+ years;0;40712;0;2,7545662;1342;G.I. Generation
Jamaica;1986;male;15-24 years;0;256512;0;2,7545662;1342;Generation X
Jamaica;1986;male;25-34 years;0;164654;0;2,7545662;1342;Boomers
Jamaica;1986;male;5-14 years;0;281022;0;2,7545662;1342;Generation X
Jamaica;1986;male;55-74 years;0;105230;0;2,7545662;1342;G.I. Generation
Jamaica;1986;male;75+ years;0;31228;0;2,7545662;1342;G.I. Generation
Jamaica;1987;male;55-74 years;4;106214;377;3,2869876;1587;G.I. Generation
Jamaica;1987;male;15-24 years;5;255648;196;3,2869876;1587;Generation X
Jamaica;1987;male;25-34 years;1;170248;59;3,2869876;1587;Boomers
Jamaica;1987;female;25-34 years;1;177282;56;3,2869876;1587;Boomers
Jamaica;1987;female;35-54 years;1;187389;53;3,2869876;1587;Silent
Jamaica;1987;female;5-14 years;1;270343;37;3,2869876;1587;Generation X
Jamaica;1987;female;15-24 years;0;255517;0;3,2869876;1587;Generation X
Jamaica;1987;female;55-74 years;0;116815;0;3,2869876;1587;G.I. Generation
Jamaica;1987;female;75+ years;0;41941;0;3,2869876;1587;G.I. Generation
Jamaica;1987;male;35-54 years;0;179252;0;3,2869876;1587;Silent
Jamaica;1987;male;5-14 years;0;277969;0;3,2869876;1587;Generation X
Jamaica;1987;male;75+ years;0;32142;0;3,2869876;1587;G.I. Generation
Jamaica;1988;female;75+ years;1;43076;232;3,8283107;1831;G.I. Generation
Jamaica;1988;male;15-24 years;2;254088;79;3,8283107;1831;Generation X
Jamaica;1988;male;35-54 years;1;183306;55;3,8283107;1831;Silent
Jamaica;1988;female;25-34 years;1;183521;54;3,8283107;1831;Boomers
Jamaica;1988;female;15-24 years;0;254647;0;3,8283107;1831;Generation X
Jamaica;1988;female;35-54 years;0;191119;0;3,8283107;1831;Silent
Jamaica;1988;female;5-14 years;0;270202;0;3,8283107;1831;Generation X
Jamaica;1988;female;55-74 years;0;118738;0;3,8283107;1831;G.I. Generation
Jamaica;1988;male;25-34 years;0;175163;0;3,8283107;1831;Boomers
Jamaica;1988;male;5-14 years;0;276524;0;3,8283107;1831;Generation X
Jamaica;1988;male;55-74 years;0;107366;0;3,8283107;1831;G.I. Generation
Jamaica;1988;male;75+ years;0;32853;0;3,8283107;1831;G.I. Generation
Jamaica;1989;female;15-24 years;0;253081;0;4,4049701;2087;Generation X
Jamaica;1989;female;25-34 years;0;188945;0;4,4049701;2087;Boomers
Jamaica;1989;female;35-54 years;0;195416;0;4,4049701;2087;Silent
Jamaica;1989;female;5-14 years;0;271221;0;4,4049701;2087;Generation X
Jamaica;1989;female;55-74 years;0;120614;0;4,4049701;2087;G.I. Generation
Jamaica;1989;female;75+ years;0;44116;0;4,4049701;2087;G.I. Generation
Jamaica;1989;male;15-24 years;0;251905;0;4,4049701;2087;Generation X
Jamaica;1989;male;25-34 years;0;179236;0;4,4049701;2087;Boomers
Jamaica;1989;male;35-54 years;0;187930;0;4,4049701;2087;Silent
Jamaica;1989;male;5-14 years;0;276496;0;4,4049701;2087;Generation X
Jamaica;1989;male;55-74 years;0;108715;0;4,4049701;2087;G.I. Generation
Jamaica;1989;male;75+ years;0;33364;0;4,4049701;2087;G.I. Generation
Jamaica;1990;male;15-24 years;2;249414;8;4,5922241;2155;Generation X
Jamaica;1990;male;35-54 years;1;193270;52;4,5922241;2155;Silent
Jamaica;1990;female;15-24 years;0;251027;0;4,5922241;2155;Generation X
Jamaica;1990;female;25-34 years;0;193286;0;4,5922241;2155;Boomers
Jamaica;1990;female;35-54 years;0;200357;0;4,5922241;2155;Silent
Jamaica;1990;female;5-14 years;0;272608;0;4,5922241;2155;Generation X
Jamaica;1990;female;55-74 years;0;122353;0;4,5922241;2155;G.I. Generation
Jamaica;1990;female;75+ years;0;45109;0;4,5922241;2155;G.I. Generation
Jamaica;1990;male;25-34 years;0;182411;0;4,5922241;2155;Boomers
Jamaica;1990;male;5-14 years;0;277197;0;4,5922241;2155;Generation X
Jamaica;1990;male;55-74 years;0;110297;0;4,5922241;2155;G.I. Generation
Jamaica;1990;male;75+ years;0;33712;0;4,5922241;2155;G.I. Generation
Jamaica;1991;male;55-74 years;1;111020;9;4,0712192;1889;Silent
Jamaica;1991;female;15-24 years;0;250172;0;4,0712192;1889;Generation X
Jamaica;1991;female;25-34 years;0;198469;0;4,0712192;1889;Boomers
Jamaica;1991;female;35-54 years;0;206513;0;4,0712192;1889;Boomers
Jamaica;1991;female;5-14 years;0;273692;0;4,0712192;1889;Millenials
Jamaica;1991;female;55-74 years;0;122107;0;4,0712192;1889;Silent
Jamaica;1991;female;75+ years;0;46188;0;4,0712192;1889;G.I. Generation
Jamaica;1991;male;15-24 years;0;248267;0;4,0712192;1889;Generation X
Jamaica;1991;male;25-34 years;0;186878;0;4,0712192;1889;Boomers
Jamaica;1991;male;35-54 years;0;199165;0;4,0712192;1889;Boomers
Jamaica;1991;male;5-14 years;0;277834;0;4,0712192;1889;Millenials
Jamaica;1991;male;75+ years;0;34530;0;4,0712192;1889;G.I. Generation
Jamaica;2000;male;35-54 years;2;271965;74;8,9853528;3795;Boomers
Jamaica;2000;male;15-24 years;1;237231;42;8,9853528;3795;Generation X
